"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","change"
"TAF1A",133.558805323354,-0.16905145768749,0.249469731874613,-0.677643161024672,0.497997973002723,0.793814610046726,"NOT"
"RCN2",473.433711056192,0.0954533392182449,0.140887401914983,0.677515078855986,0.498079206193407,0.793814610046726,"NOT"
"RANBP2",2008.86272619327,0.0543281420126068,0.0801523471327957,0.677810993140306,0.497891539987815,0.793814610046726,"NOT"
"FAM120C",58.6978106098235,-0.258836636096589,0.382069365537287,-0.677459800349601,0.498114267501604,0.793814610046726,"NOT"
"ADAM10",909.121662306898,0.0759217817004626,0.112057908245114,0.677522745957317,0.498074343311097,0.793814610046726,"NOT"
"RFXANK",928.371835796083,-0.0703785021582126,0.103937777943154,-0.67712148124529,0.49832888060424,0.793864535546174,"NOT"
"RETREG2",549.545796676112,-0.0888792729575735,0.131271681841888,-0.677063565503988,0.498365624449026,0.793864535546174,"NOT"
"REEP5",399.260189320632,0.101541964629558,0.149924685771995,0.67728649292607,0.498224199116411,0.793864535546174,"NOT"
"ZNF626",34.3852551636707,0.342521331470177,0.506012692909577,0.676902647442848,0.498467724260834,0.793910336580234,"NOT"
"GATAD1",352.632605051863,0.105541105463236,0.155968158571227,0.676683666910369,0.498606681602362,0.794014818547001,"NOT"
"MRPS11",450.726958341762,-0.0946190932390326,0.139856337689309,-0.676544908885209,0.498694743221733,0.794038231925867,"NOT"
"USP35",103.696635277911,-0.192068842375809,0.28401437153451,-0.676264519073717,0.498872715499613,0.794204776079984,"NOT"
"MTMR6",206.812314803713,-0.146936267921843,0.217458287801581,-0.675698633550881,0.499232003715307,0.794659883560953,"NOT"
"RPP38",227.336805896107,-0.132740537702797,0.196486211577942,-0.675571769829466,0.499312570030354,0.794671262756735,"NOT"
"ANTXR2",233.997804959403,-0.129187132224244,0.191293201935626,-0.675335719811504,0.499462494778395,0.794793008450654,"NOT"
"ZBTB18",23.6691727830369,-0.414349418231709,0.614520364894721,-0.674264746787839,0.500143012474311,0.795188785324769,"NOT"
"TPD52L1",414.17319293305,-0.0991113633668671,0.147012277721498,-0.674170653655371,0.500202824632604,0.795188785324769,"NOT"
"TIAM2",69.9610694019539,0.23498856598863,0.348697428631646,0.673903925563113,0.500372396234941,0.795188785324769,"NOT"
"SH3GL1",1345.12611005837,0.0642975649630717,0.0954054887406233,0.673939893939184,0.500349527667038,0.795188785324769,"NOT"
"PTPA",1597.30957607148,-0.0568921254226507,0.0843449971608707,-0.674516892971621,0.499982749481542,0.795188785324769,"NOT"
"METTL4",282.781629405894,0.120303142800273,0.178409124234538,0.674310483370359,0.500113940482678,0.795188785324769,"NOT"
"FRAT1",55.2090418104009,0.276614506575284,0.410332869552351,0.674122223932619,0.500233611421577,0.795188785324769,"NOT"
"FIBP",360.755385755574,0.10433733607251,0.154781357655266,0.674094979221555,0.500250931334175,0.795188785324769,"NOT"
"FAM49B",806.60681393337,0.0732712816396972,0.108657582575261,0.67433196932157,0.500100283466727,0.795188785324769,"NOT"
"ZNRF2",97.1370493804822,0.202726091035536,0.300956220298675,0.673606582493449,0.500561467151214,0.795372478045324,"NOT"
"ZNF619",124.556269239196,-0.173705390940122,0.258009039052655,-0.673253121588007,0.50078627086721,0.795496687095862,"NOT"
"TP53BP1",1221.58084802367,-0.0600126201295515,0.0891383460270591,-0.673252565302635,0.500786624710939,0.795496687095862,"NOT"
"TBC1D25",112.49388742768,-0.182468658918752,0.271168719325513,-0.672897151900901,0.501012724260195,0.795739064914505,"NOT"
"SLC31A1",731.590439968579,0.0775143933555397,0.115229274808779,0.672697051024349,0.501140044094209,0.795824506642564,"NOT"
"LRIF1",642.728747180174,0.0852595174953969,0.126852321341591,0.672116336490273,0.501509637153036,0.796294603571141,"NOT"
"ZBTB6",91.6270507261294,-0.200881414068777,0.299139737433863,-0.671530354983982,0.501882728603618,0.7964427259386,"NOT"
"TMEM208",413.783956908509,0.105729684147435,0.157594807706272,0.670895733725544,0.502286954366228,0.7964427259386,"NOT"
"SSR3",2469.40614330499,-0.050967645077818,0.0759787518202271,-0.670814456104941,0.502338737064193,0.7964427259386,"NOT"
"SLC43A3",1560.59001987115,-0.0547254212038344,0.0815597583925615,-0.670985572816821,0.502229720364217,0.7964427259386,"NOT"
"PPP1CC",2236.80930422439,0.0523721039923707,0.0780444236902118,0.671055041680564,0.502185466036448,0.7964427259386,"NOT"
"PARD6G",36.7460990294453,-0.31521460173058,0.469806737791102,-0.670945255516406,0.502255404975283,0.7964427259386,"NOT"
"KANTR",59.7571143661641,-0.253645239631204,0.377916970229286,-0.671166577879038,0.502114417519869,0.7964427259386,"NOT"
"HAUS3",307.332195733419,-0.127673650227009,0.190150843519891,-0.671433520165548,0.501944396980859,0.7964427259386,"NOT"
"EIF3J",1761.21987939616,0.0564911747993271,0.084165454536559,0.671191941044992,0.502098261934868,0.7964427259386,"NOT"
"DNAJC8",1395.63694907437,-0.0572662024101742,0.0852532858661901,-0.671718419159314,0.501762973093276,0.7964427259386,"NOT"
"MPLKIP",500.808183460796,-0.0902530413512389,0.134638207903535,-0.67033751233456,0.502642659088335,0.79671746129605,"NOT"
"LZIC",454.143622173978,-0.0928910191895681,0.138578882022948,-0.670311506584286,0.502659233480296,0.79671746129605,"NOT"
"RPS6KB2",940.150829157937,-0.0681746253317787,0.101797561153039,-0.669707845252671,0.503044049553234,0.797210657740001,"NOT"
"ZCCHC11",639.310912801281,0.0798576792383355,0.119290227497178,0.66944024597677,0.503214685883253,0.797277113873868,"NOT"
"TK2",83.3930214822673,0.211890321987519,0.316532450082288,0.669411057009905,0.503233300257416,0.797277113873868,"NOT"
"TSACC",31.4203109186737,0.345336102396758,0.516307116909455,0.668857916319056,0.503586117622149,0.797289562682327,"NOT"
"PHF7",105.144782021448,-0.189332975085247,0.283084532396751,-0.668821335741126,0.503609454920461,0.797289562682327,"NOT"
"NDUFC2",50.4414591735673,-0.271548625626862,0.405916785920023,-0.668976093243812,0.503510728233481,0.797289562682327,"NOT"
"ELMO2",200.1033146412,0.144391782050908,0.21583602890353,0.668988318513984,0.503502929626024,0.797289562682327,"NOT"
"BRICD5",112.331828579476,-0.196073821072617,0.292980151632778,-0.669239264093138,0.50334286332472,0.797289562682327,"NOT"
"OSBPL5",136.989124796233,0.166139414205567,0.248461554514036,0.668672521712738,0.503704399639204,0.79732325558566,"NOT"
"MCM9",327.447440580118,0.111515665771859,0.166837136285814,0.668410332702054,0.503871701626125,0.797471457581689,"NOT"
"ZSWIM7",46.4871608586839,0.282257565142188,0.422799489317458,0.667592020032589,0.504394052924106,0.797831540092142,"NOT"
"SMG7",1646.14094066561,-0.0545316953042771,0.0816575599257666,-0.667809512724246,0.504255193548056,0.797831540092142,"NOT"
"MED22",691.340592704915,-0.0769731810476798,0.115287029536065,-0.667665576582491,0.504347088093441,0.797831540092142,"NOT"
"FAM45A",49.6712879972456,0.279914211399867,0.419139605128509,0.667830498418407,0.504241796185779,0.797831540092142,"NOT"
"ELK1",693.812485450947,0.0763955284976398,0.114477853663237,0.667338931094697,0.504555664297814,0.797970559666793,"NOT"
"PLXNB1",171.439896758795,-0.148785171959904,0.223051145666586,-0.667045091901508,0.504743331221873,0.798150740269621,"NOT"
"ZNF544",319.137904191501,0.112923965932202,0.169474739891315,0.666317387503414,0.505208254136373,0.798481408740479,"NOT"
"TTC26",115.629246326404,0.179367336248435,0.269281511451295,0.666095994788996,0.505349744424759,0.798481408740479,"NOT"
"TM6SF1",26.8681174987518,0.368757544937746,0.55362758922144,0.66607508750842,0.50536310717662,0.798481408740479,"NOT"
"PLEKHM3",37.2985938832172,-0.322339713605644,0.48372249934353,-0.66637320786835,0.505172583088164,0.798481408740479,"NOT"
"HFM1",35.4340296735291,0.343560038753387,0.51583647705542,0.666025095228921,0.505395060170087,0.798481408740479,"NOT"
"ANAPC1",1445.22991514355,-0.0579024742927559,0.0868976276560623,-0.66632974748093,0.505200355590056,0.798481408740479,"NOT"
"ABCA7",2002.15512289585,0.0490198373980447,0.0736230881572261,0.665821532687683,0.505525179896883,0.798570424285445,"NOT"
"SP6",95.1143522710551,-0.200963489261508,0.301944823182573,-0.665563619019207,0.50569006687427,0.798714327133678,"NOT"
"IDH3G",431.566956819935,0.0967660524383139,0.14542831746605,0.66538659130746,0.505803258973969,0.798776550209256,"NOT"
"SUSD1",538.368442189289,0.086760018167707,0.130493804050569,0.664859291971333,0.506140494900682,0.798842915836247,"NOT"
"SNIP1",308.775725506129,0.112056008930061,0.168509934327624,0.664981618900856,0.506062249797231,0.798842915836247,"NOT"
"MINDY3",271.513473139343,-0.119199456213161,0.179255445419841,-0.664969791762696,0.506069814620898,0.798842915836247,"NOT"
"HDAC6",685.305564585028,0.0854393491766265,0.128484739378987,0.664976631385065,0.506065439883554,0.798842915836247,"NOT"
"TBCB",403.214548589673,0.102732667311017,0.154709634949672,0.664035354646375,0.506667683297515,0.798862036603159,"NOT"
"PRMT7",1047.20657651505,-0.065077795452328,0.0980136008417889,-0.663966989207702,0.506711439233509,0.798862036603159,"NOT"
"PAFAH2",133.714552385019,0.166785229376723,0.25122321603359,0.663892581306748,0.50675906478433,0.798862036603159,"NOT"
"ORMDL1",313.942848668207,0.113311364852263,0.17066469320835,0.66394145574053,0.506727781929552,0.798862036603159,"NOT"
"MGAT3",148.716406945336,0.158044546905122,0.237964315476452,0.664152297745505,0.506592840803437,0.798862036603159,"NOT"
"LCA5",33.3602030855352,0.384271435345901,0.578894399721487,0.663802302338351,0.506816851935873,0.798862036603159,"NOT"
"IPO5",2826.26613171201,-0.0446962459412643,0.0673144927057879,-0.663991425095018,0.506695799302922,0.798862036603159,"NOT"
"H6PD",35.4134344954422,0.325573546397086,0.490339433973459,0.663975858027174,0.506705762810304,0.798862036603159,"NOT"
"ACBD5",142.534340843205,0.170966170700197,0.257486133067311,0.663982050852826,0.506701799157242,0.798862036603159,"NOT"
